player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Leroy Lita,eng ENG,FW,Swansea City,1984,16,4,466,2,1,0,0,1,0,0.39,0.19,0.58,0.39,2011,English
Liam Ridgewell,eng ENG,DF,West Brom,1984,13,13,1170,1,1,0,0,2,0,0.08,0.08,0.15,0.08,2011,English
Louis Saha,fr FRA,FW,Tottenham,1978,10,5,400,3,1,0,0,0,0,0.68,0.23,0.9,0.68,2011,English
Louis Saha,fr FRA,FW,Everton,1978,18,15,1278,1,0,0,0,0,0,0.07,0,0.07,0.07,2011,English
Lucas Leiva,br BRA,MF,Liverpool,1987,12,12,1043,0,0,0,0,5,0,0,0,0,0,2011,English
Luis Suárez,uy URU,FW,Liverpool,1987,31,29,2544,11,3,0,1,5,0,0.39,0.11,0.5,0.39,2011,English
Luka Modri?,hr CRO,MF,Tottenham,1985,36,36,3214,4,4,0,0,2,0,0.11,0.11,0.22,0.11,2011,English
Luke Moore,eng ENG,FW,Swansea City,1986,20,3,532,2,0,0,0,1,0,0.34,0,0.34,0.34,2011,English
Magaye Gueye,fr FRA,"FW,MF",Everton,1990,17,3,550,1,2,0,0,1,0,0.16,0.33,0.49,0.16,2011,English
Mahamadou Diarra,ml MLI,MF,Fulham,1981,11,8,749,1,0,0,0,1,0,0.12,0,0.12,0.12,2011,English
Marc Albrighton,eng ENG,"FW,MF",Aston Villa,1989,26,15,1498,2,2,0,0,3,0,0.12,0.12,0.24,0.12,2011,English
Marc-Antoine Fortuné,fr FRA,FW,West Brom,1981,17,12,1110,2,1,0,0,0,0,0.16,0.08,0.24,0.16,2011,English
Marcel Gecov,cz CZE,MF,Fulham,1988,2,0,7,0,0,0,0,0,0,0,0,0,0,2011,English
Marcos Alonso,es ESP,"DF,MF",Bolton,1990,5,4,331,1,0,0,0,0,0,0.27,0,0.27,0.27,2011,English
Marcus Olsson,se SWE,"DF,FW",Blackburn,1988,12,10,992,0,0,0,0,1,0,0,0,0,0,2011,English
Mario Balotelli,it ITA,FW,Manchester City,1990,23,14,1328,13,1,3,3,6,2,0.88,0.07,0.95,0.68,2011,English
Mark Bunn,eng ENG,GK,Blackburn,1984,3,3,270,0,0,0,0,0,0,0,0,0,0,2011,English
Mark Davies,eng ENG,MF,Bolton,1988,35,29,2754,4,0,0,0,4,0,0.13,0,0.13,0.13,2011,English
Mark Gower,eng ENG,MF,Swansea City,1978,20,14,1128,0,1,0,0,2,0,0,0.08,0.08,0,2011,English
Mark Schwarzer,au AUS,GK,Fulham,1972,30,30,2700,0,0,0,0,1,0,0,0,0,0,2011,English
Marouane Chamakh,ma MAR,FW,Arsenal,1984,11,1,180,1,0,0,0,0,0,0.5,0,0.5,0.5,2011,English
Marouane Fellaini,be BEL,MF,Everton,1987,34,31,2857,3,4,0,0,6,0,0.09,0.13,0.22,0.09,2011,English
Martin Kelly,eng ENG,"DF,MF",Liverpool,1990,12,12,962,0,0,0,0,1,0,0,0,0,0,2011,English
Martin Olsson,se SWE,"DF,MF",Blackburn,1988,27,23,2182,0,2,0,0,3,1,0,0.08,0.08,0,2011,English
Martin Petrov,bg BUL,"FW,MF",Bolton,1979,31,30,2566,4,6,4,4,1,0,0.14,0.21,0.35,0,2011,English
Martin Škrtel,sk SVK,DF,Liverpool,1984,34,33,2994,2,0,0,0,3,1,0.06,0,0.06,0.06,2011,English
Márton Fülöp,hu HUN,GK,West Brom,1983,1,1,90,0,0,0,0,0,0,0,0,0,0,2011,English
Marvin Sordell,eng ENG,FW,Bolton,1991,3,0,43,0,0,0,0,0,0,0,0,0,0,2011,English
Matt Doherty,ie IRL,"DF,MF",Wolves,1992,1,0,45,0,0,0,0,0,0,0,0,0,0,2011,English
Matt Jarvis,eng ENG,MF,Wolves,1986,37,31,2812,8,4,0,0,0,0,0.26,0.13,0.38,0.26,2011,English
Matthew Briggs,gy GUY,DF,Fulham,1991,2,1,91,0,0,0,0,0,0,0,0,0,0,2011,English
Matthew Connolly,eng ENG,DF,QPR,1987,6,5,489,0,0,0,0,0,0,0,0,0,0,2011,English
Matthew Etherington,eng ENG,MF,Stoke City,1981,30,30,2359,3,8,0,0,1,0,0.11,0.31,0.42,0.11,2011,English
Matthew Kilgallon,eng ENG,DF,Sunderland,1984,10,9,790,0,0,0,0,0,0,0,0,0,0,2011,English
Mauro Formica,ar ARG,MF,Blackburn,1988,34,25,2167,4,0,0,1,3,0,0.17,0,0.17,0.17,2011,English
Maxi Rodríguez,ar ARG,"FW,MF",Liverpool,1981,12,10,790,4,1,0,0,1,0,0.46,0.11,0.57,0.46,2011,English
Maynor Figueroa,hn HON,DF,Wigan Athletic,1983,38,37,3349,0,0,0,0,6,0,0,0,0,0,2011,English
Micah Richards,eng ENG,DF,Manchester City,1988,29,23,2044,1,5,0,0,2,0,0.04,0.22,0.26,0.04,2011,English
Michael Carrick,eng ENG,MF,Manchester Utd,1981,30,27,2501,2,3,0,0,4,0,0.07,0.11,0.18,0.07,2011,English
Michael Dawson,eng ENG,DF,Tottenham,1983,7,6,549,0,0,0,0,1,0,0,0,0,0,2011,English
Michael Essien,gh GHA,"DF,MF",Chelsea,1982,14,10,919,0,1,0,0,3,0,0,0.1,0.1,0,2011,English
Michael Harriman,ie IRL,"DF,MF",QPR,1992,1,0,30,0,0,0,0,0,0,0,0,0,0,2011,English
Michael Kightly,eng ENG,"FW,MF",Wolves,1986,18,14,1189,3,1,0,0,3,0,0.23,0.08,0.3,0.23,2011,English
Michael Owen,eng ENG,FW,Manchester Utd,1979,1,0,80,0,0,0,0,0,0,0,0,0,0,2011,English
Míchel Salgado,es ESP,DF,Blackburn,1975,9,9,652,0,0,0,0,4,0,0,0,0,0,2011,English
Mikel Arteta,es ESP,MF,Everton,1982,2,1,127,1,0,1,1,1,0,0.71,0,0.71,0,2011,English
Mikel Arteta,es ESP,MF,Arsenal,1982,29,29,2470,6,2,0,0,4,0,0.22,0.07,0.29,0.22,2011,English
Mohamed Diamé,sn SEN,MF,Wigan Athletic,1987,26,18,1600,3,0,0,0,4,0,0.17,0,0.17,0.17,2011,English
Morten Gamst Pedersen,no NOR,"FW,MF",Blackburn,1981,33,33,2828,3,6,0,0,6,0,0.1,0.19,0.29,0.1,2011,English
Mousa Dembélé,be BEL,MF,Fulham,1987,36,33,2936,2,2,0,0,6,0,0.06,0.06,0.12,0.06,2011,English
Nani,pt POR,"FW,MF",Manchester Utd,1986,29,24,2104,8,10,0,0,2,0,0.34,0.43,0.77,0.34,2011,English
Nathan Baker,eng ENG,DF,Aston Villa,1991,8,6,551,0,0,0,0,0,0,0,0,0,0,2011,English
Nathan Delfouneso,eng ENG,"FW,MF",Aston Villa,1991,6,1,163,0,0,0,0,0,0,0,0,0,0,2011,English
Nathan Dyer,eng ENG,"FW,MF",Swansea City,1987,34,29,2359,5,2,0,0,1,1,0.19,0.08,0.27,0.19,2011,English
Nedum Onuoha,eng ENG,DF,QPR,1986,16,16,1440,0,1,0,0,2,0,0,0.06,0.06,0,2011,English
Nedum Onuoha,eng ENG,DF,Manchester City,1986,1,0,10,0,0,0,0,0,0,0,0,0,0,2011,English
Neil Taylor,wal WAL,DF,Swansea City,1989,36,35,3080,0,1,0,0,4,0,0,0.03,0.03,0,2011,English
Nenad Milijaš,rs SRB,MF,Wolves,1983,20,6,736,0,1,0,0,1,1,0,0.12,0.12,0,2011,English
Nick Blackman,bb BRB,"FW,MF",Blackburn,1989,1,0,7,0,0,0,0,0,0,0,0,0,0,2011,English
Nicklas Bendtner,dk DEN,FW,Sunderland,1988,28,25,2225,8,5,1,1,2,0,0.32,0.2,0.53,0.28,2011,English
Nicklas Bendtner,dk DEN,FW,Arsenal,1988,1,0,11,0,0,0,0,0,0,0,0,0,0,2011,English
Nicky Shorey,eng ENG,"DF,MF",West Brom,1981,25,22,2020,0,0,0,0,1,0,0,0,0,0,2011,English
Nicolas Anelka,fr FRA,FW,Chelsea,1979,9,3,421,1,1,0,0,0,0,0.21,0.21,0.43,0.21,2011,English
Nigel de Jong,nl NED,MF,Manchester City,1984,21,11,1077,0,0,0,0,5,0,0,0,0,0,2011,English
Nigel Reo-Coker,eng ENG,MF,Bolton,1984,37,37,3258,4,0,0,0,7,0,0.11,0,0.11,0.11,2011,English
Nikica Jelavi?,hr CRO,FW,Everton,1985,13,10,954,9,0,1,1,1,0,0.85,0,0.85,0.75,2011,English
Niko Kranj?ar,hr CRO,MF,Tottenham,1984,12,9,640,1,1,0,0,0,0,0.14,0.14,0.28,0.14,2011,English
Oriol Romeu,es ESP,MF,Chelsea,1991,16,11,955,0,0,0,0,2,0,0,0,0,0,2011,English
Orlando Sá,pt POR,FW,Fulham,1988,7,3,282,1,0,0,0,0,0,0.32,0,0.32,0.32,2011,English
Owen Hargreaves,eng ENG,MF,Manchester City,1981,1,0,14,0,0,0,0,0,0,0,0,0,0,2011,English
Paddy Kenny,ie IRL,GK,QPR,1978,33,33,2970,0,0,0,0,0,0,0,0,0,0,2011,English
Pajtim Kasami,ch SUI,"FW,MF",Fulham,1992,7,3,268,0,0,0,0,0,0,0,0,0,0,2011,English
Papiss Cissé,sn SEN,FW,Newcastle Utd,1985,14,13,1106,13,1,0,0,1,0,1.06,0.08,1.14,1.06,2011,English
Park Chu-young,kr KOR,"FW,MF",Arsenal,1985,1,0,8,0,0,0,0,0,0,0,0,0,0,2011,English
Park Ji-sung,kr KOR,MF,Manchester Utd,1981,17,10,932,2,1,0,0,0,0,0.19,0.1,0.29,0.19,2011,English
Patrice Evra,fr FRA,DF,Manchester Utd,1981,37,37,3234,0,4,0,0,6,0,0,0.11,0.11,0,2011,English
Patrick Agyemang,gh GHA,FW,QPR,1980,2,2,144,0,0,0,0,0,0,0,0,0,0,2011,English
Patrick van Aanholt,nl NED,DF,Wigan Athletic,1990,3,3,270,0,0,0,0,0,0,0,0,0,0,2011,English
Paul Pogba,fr FRA,MF,Manchester Utd,1993,3,0,71,0,0,0,0,0,0,0,0,0,0,2011,English
Paul Robinson,eng ENG,DF,Bolton,1978,17,15,1423,0,0,0,0,4,0,0,0,0,0,2011,English
Paul Robinson,eng ENG,GK,Blackburn,1979,34,34,3060,0,1,0,0,0,0,0,0.03,0.03,0,2011,English
Paul Scharner,at AUT,"DF,MF",West Brom,1980,29,18,1600,3,2,0,0,6,0,0.17,0.11,0.28,0.17,2011,English
Paul Scholes,eng ENG,MF,Manchester Utd,1974,17,14,1163,4,0,0,0,3,0,0.31,0,0.31,0.31,2011,English
Paulo Ferreira,pt POR,DF,Chelsea,1979,6,3,369,0,0,0,0,1,0,0,0,0,0,2011,English
Pavel Pogrebnyak,ru RUS,FW,Fulham,1983,12,12,943,6,0,0,0,1,0,0.57,0,0.57,0.57,2011,English
Pepe Reina,es ESP,GK,Liverpool,1982,34,34,3052,0,0,0,0,0,1,0,0,0,0,2011,English
Per Mertesacker,de GER,DF,Arsenal,1984,21,21,1826,0,0,0,0,2,0,0,0,0,0,2011,English
Peter Crouch,eng ENG,FW,Stoke City,1981,32,31,2682,10,3,0,0,2,0,0.34,0.1,0.44,0.34,2011,English
Peter Crouch,eng ENG,FW,Tottenham,1981,1,1,90,0,0,0,0,0,0,0,0,0,0,2011,English
Peter Løvenkrands,dk DEN,"FW,MF",Newcastle Utd,1980,9,2,209,0,0,0,0,0,0,0,0,0,0,2011,English
Peter Odemwingie,ng NGA,FW,West Brom,1981,30,25,2285,10,2,0,1,2,0,0.39,0.08,0.47,0.39,2011,English
Petr ?ech,cz CZE,GK,Chelsea,1982,34,34,3060,0,0,0,0,0,0,0,0,0,0,2011,English
Phil Bardsley,sco SCO,DF,Sunderland,1985,31,29,2475,1,0,0,0,4,1,0.04,0,0.04,0.04,2011,English
Phil Jagielka,eng ENG,"DF,MF",Everton,1982,30,29,2570,2,1,0,0,2,0,0.07,0.04,0.11,0.07,2011,English
Phil Jones,eng ENG,"DF,MF",Manchester Utd,1992,29,25,2125,1,2,0,0,6,0,0.04,0.08,0.13,0.04,2011,English
Phil Neville,eng ENG,"DF,MF",Everton,1977,27,24,2060,0,0,0,0,3,0,0,0,0,0,2011,English
Philippe Senderos,ch SUI,DF,Fulham,1985,21,21,1827,1,0,0,0,5,0,0.05,0,0.05,0.05,2011,English
Radek ?erný,cz CZE,GK,QPR,1974,5,5,450,0,0,0,0,0,0,0,0,0,0,2011,English
Radosav Petrovi?,rs SRB,MF,Blackburn,1989,19,10,986,0,0,0,0,4,0,0,0,0,0,2011,English
Rafael,br BRA,"DF,MF",Manchester Utd,1990,12,10,911,0,3,0,0,2,0,0,0.3,0.3,0,2011,English
Rafael van der Vaart,nl NED,MF,Tottenham,1983,33,28,2314,11,7,1,1,3,0,0.43,0.27,0.7,0.39,2011,English
Raheem Sterling,eng ENG,"FW,MF",Liverpool,1994,3,0,30,0,0,0,0,0,0,0,0,0,0,2011,English
Ramires,br BRA,MF,Chelsea,1987,30,28,2471,5,1,0,0,4,0,0.18,0.04,0.22,0.18,2011,English
Raul Meireles,pt POR,MF,Liverpool,1983,2,0,36,0,1,0,0,0,0,0,2.5,2.5,0,2011,English
Raul Meireles,pt POR,MF,Chelsea,1983,28,23,1928,2,3,0,0,8,0,0.09,0.14,0.23,0.09,2011,English
Ricardo Fuller,jm JAM,FW,Stoke City,1979,13,3,359,0,0,0,0,2,1,0,0,0,0,2011,English
Ricardo Gardner,jm JAM,"DF,MF",Bolton,1978,4,2,162,0,0,0,0,1,1,0,0,0,0,2011,English
Richard Dunne,ie IRL,DF,Aston Villa,1979,28,28,2519,1,0,0,0,7,0,0.04,0,0.04,0.04,2011,English
Richard Stearman,eng ENG,DF,Wolves,1987,30,28,2405,0,0,0,0,7,0,0,0,0,0,2011,English
Rio Ferdinand,eng ENG,DF,Manchester Utd,1978,30,29,2562,0,0,0,0,4,0,0,0,0,0,2011,English
Ritchie De Laet,be BEL,DF,Norwich City,1988,6,6,480,1,0,0,0,1,0,0.19,0,0.19,0.19,2011,English
Rob Hulse,eng ENG,FW,QPR,1979,2,1,70,0,0,0,0,0,0,0,0,0,0,2011,English
Robbie Blake,eng ENG,"FW,MF",Bolton,1976,1,0,5,0,0,0,0,0,0,0,0,0,0,2011,English
Robbie Keane,ie IRL,FW,Aston Villa,1980,6,5,459,3,0,0,0,0,0,0.59,0,0.59,0.59,2011,English
Robert Huth,de GER,DF,Stoke City,1984,34,31,2834,3,0,0,0,5,1,0.1,0,0.1,0.1,2011,English
Robin van Persie,nl NED,FW,Arsenal,1983,38,37,3331,30,11,2,3,8,0,0.81,0.3,1.11,0.76,2011,English
Roger Johnson,eng ENG,DF,Wolves,1983,27,26,2357,0,1,0,0,6,0,0,0.04,0.04,0,2011,English
Roman Pavlyuchenko,ru RUS,FW,Tottenham,1981,5,0,133,1,0,0,0,0,0,0.68,0,0.68,0.68,2011,English
Romelu Lukaku,be BEL,FW,Chelsea,1993,8,1,165,0,1,0,0,0,0,0,0.55,0.55,0,2011,English
Ronnie Stam,nl NED,"DF,MF",Wigan Athletic,1984,20,13,1224,0,1,0,0,3,0,0,0.07,0.07,0,2011,English
Rory Delap,ie IRL,MF,Stoke City,1976,26,18,1525,2,0,0,0,4,0,0.12,0,0.12,0.12,2011,English
Ross Barkley,eng ENG,MF,Everton,1993,6,2,216,0,0,0,0,0,0,0,0,0,0,2011,English
Royston Drenthe,nl NED,"DF,MF",Everton,1987,21,10,1042,3,4,0,0,5,0,0.26,0.35,0.6,0.26,2011,English
Rubén Rochina,es ESP,"FW,MF",Blackburn,1991,18,9,818,2,1,0,0,2,0,0.22,0.11,0.33,0.22,2011,English
Russell Martin,sco SCO,DF,Norwich City,1986,33,30,2853,2,1,0,0,1,0,0.06,0.03,0.09,0.06,2011,English
Ryan Bennett,eng ENG,DF,Norwich City,1990,8,8,720,0,0,0,0,2,0,0,0,0,0,2011,English
Ryan Bertrand,eng ENG,"DF,MF",Chelsea,1989,7,6,540,0,0,0,0,1,0,0,0,0,0,2011,English
Ryan Giggs,wal WAL,"FW,MF",Manchester Utd,1973,25,14,1478,2,9,0,0,2,0,0.12,0.55,0.67,0.12,2011,English
Ryan Nelsen,nz NZL,DF,Blackburn,1977,1,1,90,0,0,0,0,0,0,0,0,0,0,2011,English
Ryan Nelsen,nz NZL,DF,Tottenham,1977,5,0,116,0,0,0,0,0,0,0,0,0,0,2011,English
Ryan Noble,eng ENG,FW,Sunderland,1991,2,0,7,0,0,0,0,0,0,0,0,0,0,2011,English
Ryan Shawcross,eng ENG,DF,Stoke City,1987,36,36,3168,2,1,0,0,8,0,0.06,0.03,0.09,0.06,2011,English
Ryan Shotton,eng ENG,"DF,FW",Stoke City,1988,23,14,1396,1,1,0,0,2,0,0.06,0.06,0.13,0.06,2011,English
Ryo Miyaichi,jp JPN,"FW,MF",Bolton,1992,12,8,683,0,2,0,0,0,0,0,0.26,0.26,0,2011,English
Salif Diao,sn SEN,MF,Stoke City,1977,6,2,121,0,0,0,0,1,0,0,0,0,0,2011,English
Salomon Kalou,ci CIV,"FW,MF",Chelsea,1985,12,7,574,1,1,0,0,0,0,0.16,0.16,0.31,0.16,2011,English
Sam Hutchinson,eng ENG,"DF,MF",Chelsea,1989,2,1,78,0,0,0,0,0,0,0,0,0,0,2011,English
Sam Ricketts,wal WAL,DF,Bolton,1981,20,20,1800,1,1,0,0,3,0,0.05,0.05,0.1,0.05,2011,English
Samba Diakité,ml MLI,MF,QPR,1989,9,9,672,1,0,0,0,6,1,0.13,0,0.13,0.13,2011,English
Samir Carruthers,ie IRL,MF,Aston Villa,1993,3,0,22,0,0,0,0,1,0,0,0,0,0,2011,English
Samir Nasri,fr FRA,"FW,MF",Arsenal,1987,1,1,90,0,0,0,0,0,0,0,0,0,0,2011,English
Samir Nasri,fr FRA,"FW,MF",Manchester City,1987,30,26,2159,5,9,0,0,2,0,0.21,0.38,0.58,0.21,2011,English
Sammy Ameobi,eng ENG,"FW,MF",Newcastle Utd,1992,10,1,202,0,0,0,0,0,0,0,0,0,0,2011,English
Sandro,br BRA,MF,Tottenham,1989,23,17,1411,0,0,0,0,6,0,0,0,0,0,2011,English
Scott Dann,eng ENG,DF,Blackburn,1987,27,27,2402,1,1,0,1,2,0,0.04,0.04,0.07,0.04,2011,English
Scott Parker,eng ENG,MF,Tottenham,1980,29,28,2467,0,1,0,0,8,1,0,0.04,0.04,0,2011,English
Scott Sinclair,eng ENG,"FW,MF",Swansea City,1989,38,35,3120,8,5,4,5,1,0,0.23,0.14,0.37,0.12,2011,English
Séamus Coleman,ie IRL,"DF,MF",Everton,1988,18,14,1127,0,0,0,0,2,0,0,0,0,0,2011,English
Seb Larsson,se SWE,MF,Sunderland,1985,32,32,2695,7,1,0,1,7,0,0.23,0.03,0.27,0.23,2011,English
Sebastián Coates,uy URU,DF,Liverpool,1990,7,4,487,1,0,0,0,1,0,0.18,0,0.18,0.18,2011,English
Sébastien Bassong,cm CMR,DF,Tottenham,1986,5,1,228,0,0,0,0,0,0,0,0,0,0,2011,English
Sébastien Bassong,cm CMR,DF,Wolves,1986,9,9,682,0,0,0,0,1,1,0,0,0,0,2011,English
Sébastien Squillaci,fr FRA,DF,Arsenal,1980,1,0,10,0,0,0,0,0,0,0,0,0,0,2011,English
Sergio Agüero,ar ARG,FW,Manchester City,1988,34,31,2575,23,9,3,3,2,0,0.8,0.31,1.12,0.7,2011,English
Shane Duffy,ie IRL,"DF,MF",Everton,1992,4,2,213,0,0,0,0,0,0,0,0,0,0,2011,English
Shane Ferguson,nir NIR,"DF,MF",Newcastle Utd,1991,7,0,160,0,0,0,0,1,0,0,0,0,0,2011,English
Shane Long,ie IRL,FW,West Brom,1987,32,24,2185,8,1,1,1,2,0,0.33,0.04,0.37,0.29,2011,English
Shaun Derry,eng ENG,MF,QPR,1977,29,28,2225,1,0,0,0,4,1,0.04,0,0.04,0.04,2011,English
Shaun Maloney,sco SCO,"FW,MF",Wigan Athletic,1983,13,8,772,3,2,1,1,1,0,0.35,0.23,0.58,0.23,2011,English
Shay Given,ie IRL,GK,Aston Villa,1976,32,32,2827,0,0,0,0,1,0,0,0,0,0,2011,English
Shola Ameobi,ng NGA,FW,Newcastle Utd,1981,27,8,1023,2,5,0,0,3,0,0.18,0.44,0.62,0.18,2011,English
Simeon Jackson,ca CAN,FW,Norwich City,1987,22,10,945,3,2,0,0,1,0,0.29,0.19,0.48,0.29,2011,English
Simon Cox,ie IRL,FW,West Brom,1987,18,7,766,0,1,0,0,2,0,0,0.12,0.12,0,2011,English
Simon Davies,wal WAL,MF,Fulham,1979,6,3,302,0,0,0,0,0,0,0,0,0,0,2011,English
Simon Lappin,sco SCO,"DF,MF",Norwich City,1983,4,4,290,0,0,0,0,0,0,0,0,0,0,2011,English
Simon Mignolet,be BEL,GK,Sunderland,1988,29,29,2571,0,0,0,0,0,0,0,0,0,0,2011,English
Sotirios Kyrgiakos,gr GRE,DF,Sunderland,1979,3,2,190,0,0,0,0,1,0,0,0,0,0,2011,English
Stefan Maierhofer,at AUT,FW,Wolves,1982,1,0,1,0,0,0,0,0,0,0,0,0,0,2011,English
Stefan Savi?,me MNE,"DF,MF",Manchester City,1991,11,5,550,1,0,0,0,1,0,0.16,0,0.16,0.16,2011,English
Stéphane Sessègnon,bj BEN,"FW,MF",Sunderland,1984,36,36,3126,7,9,0,0,3,1,0.2,0.26,0.46,0.2,2011,English
Stephen Dobbie,sco SCO,FW,Swansea City,1982,8,2,262,0,0,0,0,0,0,0,0,0,0,2011,English
Stephen Hunt,ie IRL,"FW,MF",Wolves,1981,24,16,1388,3,1,3,3,5,0,0.19,0.06,0.26,0,2011,English
Stephen Ireland,ie IRL,MF,Aston Villa,1986,24,19,1590,1,3,0,0,2,0,0.06,0.17,0.23,0.06,2011,English
Stephen Kelly,ie IRL,DF,Fulham,1983,24,21,2023,0,0,0,0,0,0,0,0,0,0,2011,English
Steve Gohouri,ci CIV,DF,Wigan Athletic,1981,10,8,685,0,0,0,0,3,1,0,0,0,0,2011,English
Steve Morison,wal WAL,FW,Norwich City,1983,34,22,2102,9,4,0,0,1,0,0.39,0.17,0.56,0.39,2011,English
Steve Sidwell,eng ENG,MF,Fulham,1982,14,12,1084,1,1,0,0,4,0,0.08,0.08,0.17,0.08,2011,English
Steven Caulker,eng ENG,DF,Swansea City,1991,26,26,2339,0,1,0,0,2,0,0,0.04,0.04,0,2011,English
Steven Fletcher,sco SCO,FW,Wolves,1987,32,26,2346,12,2,0,0,2,0,0.46,0.08,0.54,0.46,2011,English
Steven Gerrard,eng ENG,MF,Liverpool,1980,18,12,1218,5,2,0,0,0,0,0.37,0.15,0.52,0.37,2011,English
Steven Nzonzi,fr FRA,MF,Blackburn,1988,32,31,2812,2,5,0,0,7,0,0.06,0.16,0.22,0.06,2011,English
Steven Pienaar,za RSA,MF,Tottenham,1982,2,0,17,0,0,0,0,0,0,0,0,0,0,2011,English
Steven Pienaar,za RSA,MF,Everton,1982,14,14,1236,4,6,0,0,6,0,0.29,0.44,0.73,0.29,2011,English
Steven Reid,ie IRL,"DF,MF",West Brom,1981,22,21,1768,1,2,0,0,3,0,0.05,0.1,0.15,0.05,2011,English
Stewart Downing,eng ENG,"FW,MF",Liverpool,1984,36,28,2473,0,0,0,1,1,0,0,0,0,0,2011,English
Stiliyan Petrov,bg BUL,MF,Aston Villa,1979,27,26,2324,4,2,0,0,7,0,0.15,0.08,0.23,0.15,2011,English
Sylvain Distin,fr FRA,DF,Everton,1977,27,24,2218,0,1,0,0,4,0,0,0.04,0.04,0,2011,English
Sylvain Marveaux,fr FRA,"FW,MF",Newcastle Utd,1986,7,1,141,0,0,0,0,0,0,0,0,0,0,2011,English
Sylvan Ebanks-Blake,eng ENG,FW,Wolves,1986,23,8,1025,1,3,0,0,1,0,0.09,0.26,0.35,0.09,2011,English
Taye Taiwo,ng NGA,DF,QPR,1985,15,13,1194,1,2,0,0,1,0,0.08,0.15,0.23,0.08,2011,English
Thierry Henry,fr FRA,FW,Arsenal,1977,4,0,98,1,0,0,0,0,0,0.92,0,0.92,0.92,2011,English
Thomas Sørensen,dk DEN,GK,Stoke City,1976,16,16,1422,0,0,0,0,1,0,0,0,0,0,2011,English
Tim Cahill,au AUS,"FW,MF",Everton,1979,35,27,2346,2,2,0,0,5,0,0.08,0.08,0.15,0.08,2011,English
Tim Howard,us USA,GK,Everton,1979,38,38,3420,1,0,0,0,1,0,0.03,0,0.03,0.03,2011,English
Tim Krul,nl NED,GK,Newcastle Utd,1988,38,38,3420,0,0,0,0,4,0,0,0,0,0,2011,English
Tim Ream,us USA,DF,Bolton,1987,13,13,1170,0,1,0,0,1,0,0,0.08,0.08,0,2011,English
Titus Bramble,eng ENG,DF,Sunderland,1981,8,8,650,1,0,0,0,0,0,0.14,0,0.14,0.14,2011,English
Tom Cleverley,eng ENG,MF,Manchester Utd,1989,10,5,450,0,1,0,0,0,0,0,0.2,0.2,0,2011,English
Tom Huddlestone,eng ENG,MF,Tottenham,1986,2,0,62,0,0,0,0,0,0,0,0,0,0,2011,English
Tomáš Rosický,cz CZE,MF,Arsenal,1980,28,19,1762,1,4,0,0,4,0,0.05,0.2,0.26,0.05,2011,English
Tommy Smith,eng ENG,"FW,MF",QPR,1980,17,4,552,2,0,0,0,0,0,0.33,0,0.33,0.33,2011,English
Tony Hibbert,eng ENG,DF,Everton,1981,32,31,2751,0,2,0,0,1,0,0,0.07,0.07,0,2011,English
Tuncay ?anl?,tr TUR,"FW,MF",Bolton,1982,16,3,395,0,0,0,0,0,0,0,0,0,0,2011,English
Tyrone Mears,jm JAM,DF,Bolton,1983,1,1,90,0,0,0,0,0,0,0,0,0,0,2011,English
Vangelis Moras,gr GRE,DF,Swansea City,1981,1,0,5,0,0,0,0,0,0,0,0,0,0,2011,English
Vedran ?orluka,hr CRO,DF,Tottenham,1986,3,1,136,0,0,0,0,0,0,0,0,0,0,2011,English
Victor Anichebe,ng NGA,FW,Everton,1988,12,5,448,5,0,0,0,1,0,1,0,1,1,2011,English
Victor Moses,ng NGA,"DF,FW",Wigan Athletic,1990,38,36,3212,6,1,0,0,4,0,0.17,0.03,0.2,0.17,2011,English
Vince Grella,au AUS,MF,Blackburn,1979,1,0,12,0,0,0,0,0,0,0,0,0,0,2011,English
Vincent Kompany,be BEL,DF,Manchester City,1986,31,31,2774,3,1,0,0,5,1,0.1,0.03,0.13,0.1,2011,English
Wayne Bridge,eng ENG,DF,Sunderland,1980,8,3,320,0,0,0,0,1,0,0,0,0,0,2011,English
Wayne Hennessey,wal WAL,GK,Wolves,1987,34,34,3060,0,0,0,0,1,0,0,0,0,0,2011,English
Wayne Rooney,eng ENG,"FW,MF",Manchester Utd,1985,34,32,2830,27,5,6,8,1,0,0.86,0.16,1.02,0.67,2011,English
Wayne Routledge,eng ENG,"FW,MF",Swansea City,1985,28,17,1459,1,4,0,0,2,0,0.06,0.25,0.31,0.06,2011,English
Wes Brown,eng ENG,DF,Sunderland,1979,20,20,1735,1,1,0,0,2,0,0.05,0.05,0.1,0.05,2011,English
Wes Hoolahan,ie IRL,MF,Norwich City,1982,33,25,2273,4,6,0,0,4,0,0.16,0.24,0.4,0.16,2011,English
Will Keane,eng ENG,FW,Manchester Utd,1993,1,0,6,0,0,0,0,0,0,0,0,0,0,2011,English
William Gallas,fr FRA,DF,Tottenham,1977,15,15,1322,0,0,0,0,1,0,0,0,0,0,2011,English
Wilson Palacios,hn HON,MF,Stoke City,1984,18,9,807,0,0,0,0,3,0,0,0,0,0,2011,English
Wojciech Szcz?sny,pl POL,GK,Arsenal,1990,38,38,3420,0,0,0,0,2,0,0,0,0,0,2011,English
